ఆఫ్రికా	Africa
సంగం (నెల్లూరు జిల్లా)	Sangam, Nellore district
సంగం లక్ష్మీబాయి	Sangam Laxmi Bai
సంఘం (సినిమా)	Sangham
సంజామల	Sanjamala
సంజీవ్ సిద్ధు	Sanjiv Sidhu
సంజు శాంసన్	Sanju Samson
శంకరగుప్తం	Sankaraguptam
శంకరమంచి	Sankaramanchi
వికీపీడియా:మూస డాకుమెంటేషన్	Wikipedia:Template documentation
శాంతకుమారి	Santha Kumari
సంతకవిటి	Santhakavati
శాంతిపురం	Santhipuram
సంతోషం (2002 సినిమా)	Santosham (2002 film)
సప్తపది	Saptapadi (1981 film)
సప్తస్వరాలు (సినిమా)	Saptaswaralu
సప్తగిరి (పత్రిక)	Sapthagiri Magazine
సరదాగా అమ్మాయితో	Saradaga Ammayitho
సారధీ పిక్చర్స్	Saradhi Studios
సారంగాపూర్ (కరీంనగర్ జిల్లా మండలం)	Sarangapur
శ్రీ సరస్వతి క్షేత్రము,అనంతసాగర్	Saraswathi Kshetramu, Ananthasagar
సరిపల్లి (నెల్లిమర్ల)	Saripalli
సరోజినీ దేవి అవార్డు పొందిన జాతీయ సమైక్యతా చిత్రాలు	Sarojini Devi Award for a Film on National Integration
సర్వదమన్ బెనర్జీ	Sarvadaman D. Banerjee
సర్వాధికారి	Sarvadhikari (film)
సర్వేశ్వర శతకము	Sarveswara Satakam
శాతవాహన ఎక్స్‌ప్రెస్	Satavahana Express
సాతాని	Sathatha Sri Vaishnava
సతీ లీలావతి	Sathi Leelavathi (1995 film)
సత్యభామ విశ్వవిద్యాలయం	Sathyabama University
వర్గం:హౌరా	Category:Howrah
అట్లూరి సత్యనాథం	Satya N. Atluri
సత్య నాదెళ్ల	Satya Nadella
సత్య హరిశ్చంద్ర (1965 సినిమా)	Satya Harishchandra (1965 Telugu film)
సత్యం శంకరమంచి	Satyam Sankaramanchi
సత్యనారాయణ	Satyanarayana
సత్యనారాయణ వ్రతము	Satyanarayan Puja
సత్యవేడు	Satyavedu
శావల్యాపురం	Savalyapuram
సూర్య సావర్ణిక మనవు	Savarni Manu
సావిత్రి (ఈస్టిండియా)	Savitri (film)
సాయాజీ షిండే	Sayaji Shinde
వర్గం:భారతదేశ రాష్ట్రములు మరియు ప్రాంతములు	Category:States and territories of India
మూస:Countdown	Template:Countdown
సెకండరీ స్కూల్ సర్టిఫికేట్	Secondary School Certificate
సీతాకల్యాణం	Sita Kalyanam (1976 film)
సీతానగరం, విజయనగరం	Seeta Nagaram
సీతారామ జననం	Seeta Rama Jananam
సీతారామ కళ్యాణం (1961 సినిమా)	Seetarama Kalyanam
సీతారామయ్యగారి మనవరాలు	Seetharamaiah Gari Manavaralu
సెహ్రా	Sehra (headdress)
వర్గం:నెల్లూరు	Category:Nellore
వర్గం:సిరాలు	Category:Inks
వర్గం:ఆరంభాలు	Category:Debuts
సర్వర్ సుందరం	Server Sundaram
శేషాచలం కొండలు	Seshachalam Hills
శెట్టూరు	Settur
తిరుమల వేంకటేశ్వరుని పూజావిశేషాలు	Seva in Tirumala
షేక్ అయాజ్	Shaikh Ayaz
వర్గం:ఆవిరి యంత్రాలు	Category:Steam engines
వర్గం:మెకానికల్ ఇంజనీరింగ్	Category:Mechanical engineering
మ్యూచువల్ ఫండ్	Investment fund
మూస:Uw-delete1-sandbox	Template:Uw-delete1
మూస:Uw-delete3	Template:Uw-delete3
మూస:Uw-delete4	Template:Uw-delete4
మూస:Uw-delete4im	Template:Uw-delete4im
మూస:Uw-test2	Template:Uw-test2
మూస:Uw-test3	Template:Uw-test3
మూస:Uw-vandalism2	Template:Uw-vandalism2
మూస:Uw-vandalism3	Template:Uw-vandalism3
వర్గం:1869లో ప్రారంభమైన ప్రచురణలు	Category:Publications established in 1869
వర్గం:Articles with invalid date parameter in template	Category:Articles with invalid date parameter in template
మూస:H:title	Template:H:title
మూస:Rounddown	Template:Rounddown
వర్గం:స్వేచ్ఛా ప్రతిమ	Category:Statue of Liberty
వర్గం:లోక్‌సభ	Category:Lok Sabha
శిఖర్ ధవన్	Shikhar Dhawan
శంభో శివ శంభో	Shambo Shiva Shambo
షామీ చక్రవర్తి	Shami Chakrabarti
షేన్ షిల్లింగ్‌ఫోర్డ్	Shane Shillingford
శంకర్ దాదా ఎం.బి.బి.ఎస్.	Shankar Dada M.B.B.S.
శంకర్‌దాదా జిందాబాద్	Shankar Dada Zindabad
కేశవపట్నం	Shankarapeta Kesavapatnam
శాంతా సిన్హా	Shantha Sinha
శరదృతువు	Sharad
శారద (1973 సినిమా)	Sharada (1973 film)
ఎస్.ఎస్.శ్రీఖండే	Sharadchandra Shankar Shrikhande
షావుకారు	Shavukar
షెర్విన్ క్యాంప్‌బెల్	Sherwin Campbell
శిబి చక్రవర్తి	Shibi (king)
శిల్పా శిరోద్కర్	Shilpa Shirodkar
షిన్ మూడు చక్రాల సైకిల్	Shin's Tricycle
శిరిడి సాయి (సినిమా)	Shirdi Sai
శిశిర ఋతువు	Shishir
శోభా రాజు	Shobha Raju
శోభానాయుడు	Shobha Naidu
షాక్ (సినిమా)	Shock (2006 film)
శ్రీకృష్ణావతారం	Shri Krishnavataram
వరుణ దేవాలయం, కరాచీ	Shri Varun Dev Mandir
శృంగేరి శారదాంబ దేవాలయం	Shringeri Sharadamba Temple
శ్రుతిలయలు	Shrutilayalu
సుభా తోలె	Shubha Tole
శుభోదయం (సినిమా)	Subhodayam
సిద్ధవటం	Sidhout
మూస:UGA	Template:UGA
మూస:UZB	Template:UZB
సిల్వర్ జూబిలీ డిగ్రీ కళాశాల, కర్నూలు	Silver Jubilee Government Degree College
సింహాద్రి	Simhadri
సింహాద్రి (సినిమా)	Simhadri (2003 film)
సింహాద్రి నారసింహ శతకము	Simhadri Narasimha Satakam
సింహాసనం (సినిమా)	Simhasanam (1986 film)
సింగరేణి	Singareni
ఉష (గాయని)	Singer Usha
సిరిసిరిమువ్వ	Siri Siri Muvva
సిరివెన్నెల	Sirivennela
సిరివెన్నెల సీతారామశాస్త్రి	Sirivennela Sitaramasastri
సిరికొండ (నిజామాబాదు జిల్లా మండలం)	Sirkonda
సిర్నాపల్లి జలపాతం	Sirnapally Waterfalls
సిర్వేల్‌	Sirvel
శిష్ట్లా	Sistla
ఎస్.వి.ఎల్.నరసింహారావు	Sistla Venkata Lakshmi Narasimha Rao
సీతాఫల్‌మండి రైల్వే స్టేషను	Sitaphalmandi railway station
సీతారాం ఏచూరి	Sitaram Yechury
సీతారామయ్య	Sitaramayya
మూస:GDR	Template:DDR
శివ (1989 సినిమా)	Siva (1989 Telugu film)
మూస:Lang-ga	Template:Lang-ga
శివాజీ రాజా	Sivaji Raja
శివరంజని	Sivaranjani (film)
స్మిత్ అద్దకపు గాజు కిటికీల సంగ్రహాలయము	Smith Museum of Stained Glass Windows
స్మృతి ఇరాని	Smriti Irani
స్నేహ	Sneha
స్నో వరల్డ్	Snow World
సోఫియా హయత్‌	Sofia Hayat
సోగ్గాడు (2005 సినిమా)	Soggadu (2005 film)
సోగ్గాడు (1975 సినిమా)	Soggadu (1976 film)
కీబోర్డ్	Keyboard
సోమల	Somala
భీమారామము	Somarama
సోమయాజి	Somayaji
సొమ్మొకడిది సోకొకడిది	Sommokadidi Sokokadidi
శొంఠి	Sonti
శొంఠి కామేశం	Sonti Kamesam
శొంఠి దక్షిణామూర్తి	Sonti Dakshinamurthy
వర్గం:గుంటూరు	Category:Guntur
సౌత్ జోన్ క్రికెట్ జట్టు	South Zone cricket team
మూస:PD-India	Template:PD-India
వర్గం:భారతదేశ రాజకీయ పార్టీలు	Category:Political parties in India
వర్గం:1936 పుస్తకాలు	Category:1936 books
మూస:Country data Spain	Template:Country data Spain
మూస:Usage of IPA templates	Template:Usage of IPA templates
శ్రావణ భార్గవి	Sravana Bhargavi
మూస:PD-old	Template:PD-old-100
శ్రీఆంజనేయం	Sri Anjaneyam
కాశీనాయన	Sri Avadhuth Kasinayana mandal
కె.సభా	Sri K. Sabha
శ్రీకాళహస్తీశ్వరస్వామి సాంకేతిక కళాశాల	Sri Kalahastheeswara Institute of Technology
కాళహస్తి మహాత్యం (సినిమా)	Sri Kalahastiswara Mahatyam
శ్రీ కృష్ణ దేవరాయాంధ్ర భాషా నిలయం	Sri Krishna Devaraya Andhra Bhasha Nilayam
శ్రీకృష్ణ రాయబారం	Sri Krishna Rayabaram
శ్రీకృష్ణసత్య	Sri Krishna Satya
శ్రీ కృష్ణదేవరాయ విశ్వవిద్యాలయము	Sri Krishnadevaraya University
శ్రీకృష్ణార్జున యుద్ధము	Sri Krishnarjuna Yuddham
జగద్గురు 8వ నృసింహ భారతీస్వామి	Sri Nrusimha Bharati VIII
పద్మావతి మహిళా విశ్వవిద్యాలయము	Sri Padmavati Mahila Visvavidyalayam
తిరువెళ్ళరై	Pundarikakshan Perumal Temple
శ్రీ రాజా లక్ష్మీ ఫౌండేషన్	Sri Raja-Lakshmi Foundation
శ్రీరాములు	Sri Ramulu
శ్రీ తల్పగిరి రంగనాథస్వామి దేవస్థానం, నెల్లూరు	Sri Ranganathaswamy Temple, Nellore
